Year,Australia,Austria,Belgium,Canada,Czechia,Denmark,Finland,France,Germany ,Greece,Hungary ,Iceland,Ireland,Italy,Japan,Korea,Luxembourg,Mexico,Netherlands,New Zealand,Norway,Poland,Portugal,Slovakia,UK,USA,Argentina,Brazil,Chile,China,Colombia ,India,Indonesia,Israel,Saudi Arabia,South Africa,Bulgaria,Romania,Global
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528777307
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4612673421
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4697327574
1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4782175519
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4868943466
1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4958072838
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049746398
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5141992542
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5234431732
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327803110
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5418735892
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5505989816
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5591544797
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5675551256
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5758878982
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5842055734
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5924787817
1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6007066690
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6089006340
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6171702994
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6254936460
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6337730342
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6420361634
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6503377772
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6586970132
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6671452016
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6757308782
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6844457662
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6932766416
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7021732148
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7110923766
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7201202485
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7291793585
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7381616244
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7470491872
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7558554526
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7645617954
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7729902781
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7811293699
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7887001292
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7954448392
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8021407192
2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8091734930
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8161972573
2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8231613070
2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300678396
2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8369094345
2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436618886
2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8503285323
2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8569124911
2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8634119334
2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8698229812
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8761449081
2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8823784909
2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8885210181
2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8945686615
2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9005152624
2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9063572926
2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9120928380
2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9177190203
2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9232281575
2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9286110371
2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9338661314
2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9389873694
2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9439639668
2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9487889604
2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9534545978
2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9579536043
2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9622824029
2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9664378587
2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9704192304
2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9742264515
2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9778614614
2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9813251659
2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9846237571
2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9877680392
2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9907637193
2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9936164379
2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9963337083
2060,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,34562683,9989232292
2061,34764692.5,8360105.5,11662417.5,47309916,9404771,6072976,6072976,67810557.5,75361467.5,8137063.5,8361838,428611.5,5921729.5,47127112.5,97353646,24557406.5,800796.5,149827852,18655388.5,5835531.5,5850010.5,29852068,9359410.5,4600678.5,76011257.5,389765293.5,47513476.5,210170464,19430026.5,1121174717,58716000,1701283707,322428670,14739874.5,53169089.5,83818397.5,4878500.5,14635769,1.00E+10
2062,34969212,8325620,11639828,47481924.5,9356975.5,6067892,6067892,67772616,75130987,8070504.5,8325673.5,427790.5,5910040,46670716.5,96600089.5,24430635.5,800771,149737035.5,18629643.5,5838139.5,5841442.5,29560836,9323460.5,4565665.5,76015722.5,390647521.5,47380747.5,209264206.5,19318423.5,1107207133,58587063.5,1701273211,322289858.5,14880662,53656775.5,84187506,4830916.5,14502742.5,1.00E+10
2063,35175465.5,8291172.5,11618143,47656822,9308136.5,6062958.5,6062958.5,67739664,74909565,8003997,8289212.5,426880.5,5898066,46222613.5,95843768.5,24302979,800535.5,149619418,18605904.5,5841093,5832172.5,29265319,9287297,4530015.5,76018826,391545618.5,47241187.5,208321481.5,19201091.5,1093276704,58446678.5,1700949862,322118577.5,15023187,54141962.5,84556165,4783586.5,14370766,1.01E+10
2064,35377580,8258211.5,11597066.5,47829974,9258793,6058181,6058181,67713647,74701727.5,7937788.5,8252255.5,425994,5884665.5,45784538.5,95085857.5,24174439,800258,149474742.5,18582979.5,5843778.5,5822603.5,28965167.5,9251225.5,4493840.5,76020153,392444228,47095292.5,207347940.5,19077781,1079407882,58294750,1700300211,321915634,15163525.5,54624837.5,84918442,4736305,14240312.5,1.01E+10
2065,35577439,8225772,11577020,48002027.5,9209097.5,6053335.5,6053335.5,67691804.5,74503017,7872405.5,8215198,425036,5870132.5,45352681.5,94324173,24045012.5,799937.5,149302539.5,18561279,5847555,5812868,28661471,9216440,4457251,76022078.5,393352609,46943412,206343441,18951112,1065632530,58131055,1699297227,321681604,15301588.5,55105205,85261576.5,4689240,14110663.5,1.01E+10
2066,35784852,8193049.5,11558128.5,48174162.5,9159545,6049058.5,6049058.5,67677299.5,74308692,7807286.5,8179078.5,424003.5,5855125.5,44931309,93563620,23915148.5,799551,149103940.5,18541467.5,5851514,5803016.5,28354483,9183537.5,4420405.5,76025915,394294349.5,46786073.5,205306679.5,18820965,1051989135,57955180,1697969498,321416624.5,15439925,55583124.5,85591617,4642625,13983436.5,1.01E+10
2067,35997266.5,8161532.5,11540449,48350939.5,9111039.5,6045432.5,6045432.5,67669051.5,74117861.5,7742011,8143847.5,422907,5839786,44524299.5,92812404,23785392,799018,148881679,18524712.5,5854647,5793104,28044401.5,9151646,4383301.5,76033051.5,395267226,46623479.5,204242531.5,18687548.5,1038472818,57766692,1696316154,321119316,15577460.5,56058191.5,85916396.5,4596676.5,13859610.5,1.01E+10
2068,36211023,8131306,11523333.5,48525241,9063721.5,6042136,6042136,67664280,73940351.5,7676981.5,8109149,421787,5824169,44126166,92067790.5,23655910,798328.5,148634888,18509437,5856667.5,5783538.5,27732016.5,9119965.5,4345942.5,76037173,396248285.5,46455030,203151117.5,18552333.5,1025103452,57565953,1694295580,320791342,15716200,56530193.5,86231080.5,4551628.5,13738884.5,1.02E+10
2069,36424702,8101554.5,11506727,48692311,9017571,6039219.5,6039219.5,67668109,73773328,7612995,8075227,420660.5,5808103,43734707.5,91332806.5,23526598,797479.5,148362269.5,18494005.5,5858088.5,5774557,27418153,9089207,4308542,76040922.5,397237405,46280512.5,202033245.5,18415486,1011878190,57353303,1691921452,320434252.5,15856798.5,56998458,86539583,4507403.5,13620624.5,1.02E+10
2070,36635122.5,8072756,11490796,48857807,8972727.5,6036603,6036603,67678905,73615845,7550900,8042274,419428,5791492.5,43353331.5,90611771,23397808,796328.5,148063211,18478454,5859042,5765482.5,27103555.5,9060609.5,4271287.5,76049084.5,398218088,46100474.5,200893056,18276830,998784319,57128480.5,1689202540,320049797,15999337.5,57462528.5,86857023,4463711,13504411.5,1.02E+10
2071,36839672.5,8045284,11476221.5,49022938,8929610,6034389.5,6034389.5,67698397.5,73459601.5,7490956.5,8010392.5,418105,5774752,42986002,89911340,23269557,795145.5,147741064.5,18462958.5,5859404,5756370,26788405,9033657,4234288.5,76059257.5,399192919.5,45914883,199730068.5,18135293,985806560,56891286.5,1686157650,319638644.5,16139528.5,57923095.5,87183487.5,4420781.5,13390696.5,1.02E+10
2072,37041407.5,8017716.5,11463025,49187298.5,8888325.5,6032483,6032483,67724513.5,73301600,7432740.5,7979863,416668,5758135,42631502.5,89235968,23141672,793929,147396146,18446838,5861375.5,5747169,26472932,9009126,4197586.5,76068383,400151803.5,45723826,198546036,17992067,972905671,56642330,1682786825,319197976,16271452.5,58380747,87486535,4378825,13279476,1.02E+10
2073,37245058.5,7990447,11449950.5,49346188.5,8849016.5,6030139.5,6030139.5,67752339.5,73144650.5,7376240.5,7950790,415208,5741398.5,42288844,88580980.5,23014119.5,792529.5,147025029,18429276,5863972,5737402.5,26157701,8985902.5,4161327.5,76067629,401080532.5,45527203,197343262,17847738.5,960055383,56382061.5,1679105607,318724735.5,16399970.5,58835325.5,87766053.5,4337610.5,13171536.5,1.02E+10
2074,37451852.5,7963623.5,11436977,49501805,8811824,6027505.5,6027505.5,67784584.5,72985141.5,7322165.5,7923085,413764.5,5724553.5,41958150.5,87952001.5,22886769,791181.5,146629523,18411117,5865189.5,5727431.5,25844144.5,8962890.5,4125693,76057432.5,401993348,45324184.5,196125080,17700422,947249416.5,56110522,1675136968,318221159,16532682,59286903,88046049.5,4297012.5,13066168.5,1.02E+10
2075,37659585,7937308,11424663.5,49661529,8776584.5,6025042.5,6025042.5,67822261,72838464.5,7270681.5,7896838.5,412217.5,5708189,41641716.5,87352846.5,22759811,789866.5,146211751,18391537.5,5865952,5717579,25533666,8942124.5,4090676.5,76045531.5,402910163,45115122.5,194895910.5,17549405.5,934466660.5,55827989,1670860308,317686031,16668315,59736268.5,88323147,4257602.5,12962630,1.03E+10
2076,37865663.5,7911661.5,11413124.5,49826113.5,8743463.5,6022068,6022068,67863936,72691189.5,7221257.5,7872084.5,410554,5692411,41341936,86780662,22633219,788498.5,145772681,18368106,5866354.5,5707881,25226489,8923471.5,4056328,76038090,403820926,44900127.5,193656035.5,17395723.5,921677629.5,55535068,1666299927,317121278,16804713.5,60183930,88589554.5,4219621,12861113,1.03E+10
2077,38073800.5,7884737,11401155.5,49984252.5,8712384,6018848,6018848,67905318,72532967,7173180,7848702.5,408719,5676939.5,41053533,86232702,22506531.5,787038,145311919,18340784,5867112,5697964,24922265,8907083.5,4022728.5,76028116,404683462,44679067.5,192404845,17239828.5,908874531.5,55231931,1661484931,316525131,16944998,60630103.5,88858009,4182529.5,12761159,1.03E+10
2078,38284007,7857205.5,11387797.5,50140225.5,8682783,6015859,6015859,67945204,72383094,7126986.5,7826636,406801.5,5661973.5,40772236,85708775.5,22379596.5,785565,144829020.5,18311972,5867370.5,5687592,24622711,8892950.5,3989986,76010108,405518702,44451502,191143681,17081481,896043788.5,54918950,1656416560,315894336.5,17089056,61075268,89132767,4146349.5,12662734.5,1.03E+10
2079,38492857,7830807.5,11374349.5,50297170,8654526,6012543,6012543,67984811,72244177.5,7082979,7805375,404868,5647277.5,40495655.5,85209307,22252378,784036.5,144324266,18282172.5,5866463.5,5676743.5,24328047.5,8879963,3958104.5,75986572,406319929.5,44217094,189874549,16921161,883166975.5,54597432.5,1651101286,315232523,17230992.5,61520208,89403956,4111021,12565884.5,1.03E+10
2080,38700843.5,7805761,11361054.5,50449269.5,8627728.5,6008790,6008790,68024937,72112513.5,7040432,7784774,402850.5,5633971.5,40225869.5,84729965.5,22124706,782395,143798331.5,18251350,5864587.5,5665345,24037703,8868423.5,3926992.5,75956251,407079816,43976227.5,188598788,16758877,870252344,54267963.5,1645548761,314542594,17373658.5,61965386,89674092.5,4076462.5,12470346,1.03E+10
2081,38913382.5,7781119,11348181.5,50606318.5,8602363,6004852,6004852,68066815.5,71991202,6999572.5,7765072,400797.5,5622558.5,39963231.5,84269888.5,21996518,780656.5,143251807.5,18218893,5862554.5,5653536,23752655,8857978,3896685,75926700.5,407866284.5,43728853.5,187316359,16594885.5,857328714.5,53930888.5,1639778180,313826100,17514309,62411271.5,89944244,4043363.5,12376340.5,1.03E+10
2082,39127226,7755989,11335106.5,50759611,8578316,6000136,6000136,68108439.5,71881429,6960242.5,7746134.5,398781,5610963,39704905,83826897,21867789,778774.5,142689365,18184063,5860148.5,5641393.5,23472816.5,8848868.5,3867209,75892776.5,408655860.5,43474938,186029711,16430962,844439196.5,53586874,1633817741,313078657.5,17648951,62857804.5,90208634.5,4011530,12284928,1.03E+10
2083,39341144,7730759,11321441.5,50910759,8555662.5,5994230,5994230,68153316.5,71775295,6922342,7728008.5,396748,5598162,39452309,83397932.5,21738766,777016,142109912.5,18147837.5,5856303.5,5628760,23198842.5,8841732,3838505.5,75847664,409401659,43214644.5,184743965.5,16265892.5,831604667.5,53236619.5,1627669471,312299889,17782617,63304716.5,90469061.5,3980550,12195339.5,1.03E+10
2084,39552738.5,7705346.5,11308006,51064689.5,8534108,5987674.5,5987674.5,68198942.5,71672976,6885327,7710707.5,394666,5584764.5,39203214,82980374,21609357.5,775302,141510608.5,18111023.5,5852208,5615498.5,22931401,8835313.5,3810537.5,75797776.5,410134666.5,42948621,183460423.5,16098426.5,818815356.5,52881132,1621344018,311493133,17918783,63752398.5,90721519,3950392,12106780,1.03E+10
2085,39759318,7680365.5,11294427,51211734,8513348.5,5980590.5,5980590.5,68237653.5,71576211,6848239,7693491,392564,5571102,38955405.5,82570777,21479322.5,773446,140892442,18074357,5848588,5601963,22670483.5,8829356.5,3783276,75743276,410829984.5,42677133.5,182177768,15928819.5,806115054,52520933.5,1614843929,310660087,18053884,64200983,90957535.5,3920958.5,12019755,1.03E+10
2086,39970333,7656850.5,11280649,51357630,8493107,5973040,5973040,68276452.5,71478456,6811560.5,7676142,390442,5557425,38713095,82169887,21348618.5,771558.5,140257628,18036255,5845302.5,5588391,22415539.5,8824406,3756697,75680069.5,411520086.5,42400661,180894223.5,15757605.5,793559254,52156801,1608173606,309799725,18185050.5,64651034.5,91196448.5,3892425.5,11933497,1.03E+10
2087,40188433,7634721,11265957,51502219.5,8473406.5,5965214,5965214,68316291.5,71387347.5,6775730,7659361.5,388288.5,5543233.5,38472531,81778184,21217308,769637.5,139610647.5,17998307.5,5842301.5,5574503.5,22166289.5,8819026.5,3730808,75610809.5,412236776.5,42120017.5,179611127.5,15585567,781153717.5,51789197.5,1601390982,308911984.5,18312026,65102909.5,91444345.5,3864743,11848517,1.03E+10
2088,40416299.5,7612694.5,11250780,51658545,8454703,5957393,5957393,68354444.5,71315949.5,6739996.5,7643377.5,386088.5,5527772,38231433,81393977.5,21085766,767781.5,138952627.5,17960227,5840476.5,5560837,21922659,8813661.5,3705542,75539628,412978780,41835486.5,178330392,15412002.5,768899132.5,51418568.5,1594493061,308000775.5,18433979.5,65556060,91687476,3837896,11764994.5,1.03E+10
2089,40646491,7590340.5,11236086.5,51815706.5,8436572,5949368.5,5949368.5,68389693.5,71259003.5,6703488,7627608.5,383970.5,5511287,37989932.5,81013197.5,20953947.5,766049.5,138281610,17920220.5,5838569,5547888,21684893.5,8809077.5,3680765,75462724,413730741,41547115,177054244,15237933,756809110.5,51046494,1587459179,307068165,18550692,66009928.5,91926609.5,3811654,11681725.5,1.03E+10
2090,40876704,7569186.5,11221815.5,51956748,8418482,5940877.5,5940877.5,68421882.5,71200405,6666803,7612095.5,381944,5493730.5,37748595,80634393,20821742.5,764383.5,137597074.5,17878905,5836503,5535168,21452557.5,8804662.5,3656440,75378279,414457640,41255036.5,175780971.5,15064884.5,744902836.5,50674500.5,1580305097,306110861,18667495.5,66465149,92160724,3785849.5,11598357,1.03E+10
2091,41111419.5,7549429,11207572.5,52105250.5,8400760,5932462,5932462,68451045,71145640,6630481.5,7597025.5,379876.5,5475498,37511052,80257724,20689263.5,762658,136900252.5,17838038.5,5835193,5522782,21225016,8800534.5,3632534,75289987,415186389,40959933.5,174510793.5,14893262.5,733179456.5,50303185.5,1573053552,305129526,18787566,66922028,92399701.5,3760385,11515528,1.03E+10
2092,41344708.5,7530928.5,11192507.5,52259693.5,8383251,5924287.5,5924287.5,68475278,71109273,6593820.5,7582214.5,377759,5457090,37272506,79879696,20556690.5,761034.5,136193871.5,17798797,5834279,5510831.5,21002066.5,8795988.5,3608978.5,75198446.5,415929000,40662490.5,173245423.5,14723840.5,721612750.5,49933006,1565745949,304125654.5,18906975,67379603.5,92635393.5,3735003,11433199,1.03E+10
2093,41574722.5,7513401.5,11176899,52414813,8365479.5,5916280.5,5916280.5,68498700.5,71085836.5,6556381.5,7567305.5,375703.5,5438247.5,37035406.5,79500582,20424480.5,759532,135476634,17759141.5,5832853.5,5498594,20783173.5,8791063.5,3585745,75102910,416662126.5,40363219.5,171986046.5,14555966,710185968,49564330.5,1558360380,303100459.5,19025280.5,67837060.5,92860583.5,3709665.5,11350370,1.03E+10
2094,41797144,7496580.5,11161121,52573699.5,8347323.5,5908287,5908287,68518865.5,71065763.5,6518143,7552185.5,373748.5,5418987,36801813.5,79123885,20292746,757956,134746722.5,17719668,5830910,5486266,20567784,8786368,3562765.5,75005766,417391615.5,40062943,170732552,14389263,698893770.5,49197688,1550887932,302058796.5,19138978.5,68293698.5,93085412,3684337,11267855.5,1.02E+10
2095,42016474,7479874,11145150.5,52734098.5,8328816.5,5900524.5,5900524.5,68529647,71045888,6479055.5,7537199.5,371827.5,5399259,36565447.5,78747739,20161118.5,756502,134008424.5,17681341.5,5829301,5474022,20355965,8780287.5,3539974,74902636.5,418115527.5,39761858.5,169483292.5,14224297.5,687724085,48834468.5,1543363232,301004180.5,19246831,68749557.5,93300481.5,3659087.5,11185525.5,1.02E+10
2096,42243352.5,7462943,11129657,52898267.5,8309700,5893157,5893157,68529526.5,71019877.5,6439150.5,7522323,369912,5378261.5,36327293.5,78369011.5,20029753.5,755032,133264475,17644610.5,5827049.5,5461948.5,20146818.5,8773536,3517357.5,74791791,418800097.5,39460123.5,168241139,14061316.5,676660877,48475980.5,1535804565,299933843,19353020,69204848,93502147.5,3633686.5,11102768,1.02E+10
2097,42477125.5,7446091.5,11114014.5,53074354,8290190,5885653,5885653,68523856.5,70982925.5,6398564.5,7507567,368033,5356070,36088272.5,77990635,19899159,753307,132515721,17609469.5,5824249.5,5450325,19939806,8767898.5,3494822.5,74679074.5,419461017,39158399.5,167006445,13901091.5,665695503.5,48121487,1528221481,298845929,19454950,69658502,93695465.5,3608077.5,11019835,1.02E+10
2098,42706735,7429819,11097068,53258348.5,8270345.5,5878106,5878106,68516588.5,70953019,6357749,7492514.5,366200.5,5333305.5,35851674,77612885,19769477.5,751533,131763049.5,17575440,5820746.5,5438577.5,19734944,8763262,3472278.5,74562973.5,420095820,38857022,165782111.5,13742671.5,654825389,47770267,1520590140,297745359.5,19551804.5,70109978.5,93893514,3582562.5,10936474.5,1.02E+10
2099,42926634,7414451,11079076,53436911.5,8249706.5,5870624.5,5870624.5,68503747,70930781,6316794.5,7476780.5,364391,5309954,35615719.5,77230866.5,19640506,749773.5,131007389,17541909,5816635.5,5426220.5,19531649,8758703.5,3449757.5,74438679,420702888,38556118,164569631.5,13585685,644049400.5,47423141.5,1512932637,296633418,19649861.5,70559391.5,94101365.5,3556978.5,10852571.5,1.02E+10
2100,43143684.5,7399328.5,11060848,53612234.5,8228075.5,5863216,5863216,68484558.5,70899863,6275576.5,7460742.5,362582.5,5286120,35376821.5,76845989,19512149,747990.5,130248836,17507517.5,5812293.5,5413618,19329838.5,8753987,3427216,74305411,421278889.5,38255989.5,163364064,13430616,633368112.5,47080763.5,1505251761,295511061,19747040,71006690.5,94314448,3531197.5,10768185,1.02E+10
